reference;type_operation;categorie_produit;quantite;prix_unitaire;valeur_marchandise;devise;pays_origine;pays_destination;mode_transport;distance_km;poids_kg;niveau_douane;priorite;date_operation;saison;duree_prevue_jours;date_livraison_prevue;duree_reelle_jours;date_livraison_reelle;retard
IMP-14003;IMPORT;ALIMENTAIRE;9406;20.38;191694.28;MAD;Turquie;Maroc;MARITIME;4488;72740.76;MOYEN;NORMALE;2023-03-27;PRINTEMPS;16;2023-04-12;20;2023-04-16;1
IMP-14004;IMPORT;EQUIPEMENT_MEDICAL;359;5905.0;2119895.0;EUR;Portugal;Maroc;MARITIME;878;8658.36;MOYEN;NORMALE;2025-03-16;PRINTEMPS;8;2025-03-24;6;2025-03-22;0
EXP-14005;EXPORT;AUTOMOBILE;346;4264.66;1475572.36;EUR;Maroc;Royaume-Uni;ROUTIER;2369;11695.31;MOYEN;NORMALE;2024-09-14;AUTOMNE;6;2024-09-20;6;2024-09-20;0
EXP-14006;EXPORT;TEXTILE;3316;384.25;1274173.0;USD;Maroc;États-Unis;AERIEN;6705;2714.34;FAIBLE;NORMALE;2024-11-02;AUTOMNE;4;2024-11-06;2;2024-11-04;0
EXP-14007;EXPORT;ALIMENTAIRE;1272;88.87;113042.64;USD;Maroc;Émirats arabes unis;MARITIME;6122;5830.38;MOYEN;NORMALE;2022-10-28;AUTOMNE;20;2022-11-17;22;2022-11-19;1
EXP-14008;EXPORT;AUTOMOBILE;751;765.73;575063.23;EUR;Maroc;Italie;MARITIME;2212;68764.84;FAIBLE;URGENTE;2022-08-26;ETE;12;2022-09-07;11;2022-09-06;0
EXP-14009;EXPORT;EQUIPEMENT_MEDICAL;356;28448.52;10127673.12;EUR;Maroc;Portugal;ROUTIER;937;41691.3;ELEVE;NORMALE;2025-08-01;ETE;3;2025-08-04;4;2025-08-05;1
EXP-14010;EXPORT;EQUIPEMENT_MEDICAL;83;2732.97;226836.51;EUR;Maroc;Allemagne;MARITIME;2938;1296.65;MOYEN;NORMALE;2023-05-12;PRINTEMPS;14;2023-05-26;12;2023-05-24;0
IMP-14011;IMPORT;AGRICOLE;6851;27.11;185730.61;EUR;France;Maroc;MARITIME;1962;86319.95;MOYEN;NORMALE;2025-03-08;PRINTEMPS;12;2025-03-20;11;2025-03-19;0
IMP-14012;IMPORT;AGRICOLE;1235;137.5;169812.5;MAD;Espagne;Maroc;MARITIME;956;14634.13;FAIBLE;NORMALE;2025-01-16;HIVER;10;2025-01-26;8;2025-01-24;0
IMP-14013;IMPORT;AGRICOLE;1370;117.73;161290.1;EUR;Belgique;Maroc;MARITIME;2560;6227.12;FAIBLE;NORMALE;2022-11-20;AUTOMNE;12;2022-12-02;14;2022-12-04;1
EXP-14014;EXPORT;AGRICOLE;9263;86.89;804862.07;MAD;Maroc;Royaume-Uni;ROUTIER;2413;6395.49;FAIBLE;NORMALE;2023-11-19;AUTOMNE;5;2023-11-24;3;2023-11-22;0
IMP-14015;IMPORT;EQUIPEMENT_MEDICAL;275;8718.79;2397667.25;USD;Turquie;Maroc;MARITIME;4577;14396.6;MOYEN;NORMALE;2022-02-25;HIVER;16;2022-03-13;22;2022-03-19;1
EXP-14016;EXPORT;ELECTRONIQUE;854;2699.2;2305116.8;EUR;Maroc;Royaume-Uni;MARITIME;2335;6300.81;MOYEN;NORMALE;2025-11-24;AUTOMNE;11;2025-12-05;16;2025-12-10;1
IMP-14017;IMPORT;AUTOMOBILE;175;1190.21;208286.75;USD;Corée du Sud;Maroc;AERIEN;10792;5572.47;FAIBLE;NORMALE;2023-05-05;PRINTEMPS;5;2023-05-10;5;2023-05-10;0
IMP-14018;IMPORT;AGRICOLE;8468;297.56;2519738.08;EUR;Portugal;Maroc;ROUTIER;937;6431.7;MOYEN;NORMALE;2024-03-03;PRINTEMPS;4;2024-03-07;4;2024-03-07;0
EXP-14019;EXPORT;PHARMACEUTIQUE;599;102.82;61589.18;EUR;Maroc;Belgique;ROUTIER;2477;610.6;MOYEN;NORMALE;2023-08-17;ETE;5;2023-08-22;5;2023-08-22;0
EXP-14020;EXPORT;PHARMACEUTIQUE;4475;817.25;3657193.75;USD;Maroc;Corée du Sud;MARITIME;11466;8229.51;ELEVE;NORMALE;2025-07-30;ETE;32;2025-08-31;30;2025-08-29;0
EXP-14021;EXPORT;ELECTRONIQUE;581;204.91;119052.71;EUR;Maroc;France;MARITIME;2019;2710.35;MOYEN;NORMALE;2025-03-31;PRINTEMPS;11;2025-04-11;10;2025-04-10;0
EXP-14022;EXPORT;MATERIAUX_CONSTRUCTION;760;1608.22;1222247.2;EUR;Maroc;Italie;MARITIME;2191;58637.1;MOYEN;URGENTE;2022-08-26;ETE;12;2022-09-07;12;2022-09-07;0
IMP-14023;IMPORT;ELECTRONIQUE;916;3538.73;3241476.68;MAD;France;Maroc;ROUTIER;1993;3590.67;MOYEN;NORMALE;2025-02-11;HIVER;5;2025-02-16;4;2025-02-15;0
IMP-14024;IMPORT;MACHINES;38;85768.23;3259192.74;MAD;États-Unis;Maroc;MARITIME;6574;19999.15;ELEVE;NORMALE;2023-10-21;AUTOMNE;20;2023-11-10;30;2023-11-20;1
EXP-14025;EXPORT;MATERIAUX_CONSTRUCTION;1748;528.46;923748.08;EUR;Maroc;Portugal;MARITIME;945;71746.43;FAIBLE;NORMALE;2022-04-06;PRINTEMPS;9;2022-04-15;7;2022-04-13;0
IMP-14026;IMPORT;MATERIAUX_CONSTRUCTION;1723;548.66;945341.18;EUR;Espagne;Maroc;ROUTIER;961;114917.39;MOYEN;NORMALE;2023-03-15;PRINTEMPS;3;2023-03-18;2;2023-03-17;0
EXP-14027;EXPORT;ELECTRONIQUE;72;5026.13;361881.36;USD;Maroc;Corée du Sud;MARITIME;11348;529.93;ELEVE;NORMALE;2024-06-02;ETE;29;2024-07-01;29;2024-07-01;0
EXP-14028;EXPORT;EQUIPEMENT_MEDICAL;298;640.25;190794.5;USD;Maroc;Chine;MARITIME;10015;36399.96;MOYEN;NORMALE;2025-06-01;ETE;25;2025-06-26;25;2025-06-26;0
EXP-14029;EXPORT;EQUIPEMENT_MEDICAL;159;16896.43;2686532.37;EUR;Maroc;Espagne;ROUTIER;977;7575.53;MOYEN;NORMALE;2024-11-01;AUTOMNE;3;2024-11-04;4;2024-11-05;1
IMP-14030;IMPORT;ALIMENTAIRE;6637;127.12;843695.44;USD;Corée du Sud;Maroc;MARITIME;10641;1897.33;MOYEN;NORMALE;2024-12-23;HIVER;27;2025-01-19;25;2025-01-17;0
EXP-14031;EXPORT;COSMETIQUE;3873;33.18;128506.14;USD;Maroc;Corée du Sud;AERIEN;11252;5337.77;MOYEN;NORMALE;2025-06-01;ETE;6;2025-06-07;8;2025-06-09;1
EXP-14032;EXPORT;COSMETIQUE;4038;138.23;558172.74;EUR;Maroc;Belgique;MARITIME;2472;6582.37;FAIBLE;NORMALE;2023-10-18;AUTOMNE;12;2023-10-30;17;2023-11-04;1
EXP-14033;EXPORT;EQUIPEMENT_MEDICAL;291;5093.48;1482202.68;USD;Maroc;Canada;MARITIME;5757;32072.1;FAIBLE;NORMALE;2025-10-14;AUTOMNE;19;2025-11-02;19;2025-11-02;0
EXP-14034;EXPORT;MATERIAUX_CONSTRUCTION;453;717.42;324991.26;USD;Maroc;États-Unis;AERIEN;6379;45154.77;MOYEN;NORMALE;2022-02-09;HIVER;4;2022-02-13;4;2022-02-13;0
IMP-14035;IMPORT;AGRICOLE;8760;29.73;260434.8;USD;Japon;Maroc;MARITIME;11739;69686.82;FAIBLE;URGENTE;2023-04-30;PRINTEMPS;33;2023-06-02;42;2023-06-11;1
IMP-14036;IMPORT;PHARMACEUTIQUE;2526;284.44;718495.44;EUR;Allemagne;Maroc;ROUTIER;2827;2202.55;MOYEN;NORMALE;2023-02-24;HIVER;6;2023-03-02;8;2023-03-04;1
IMP-14037;IMPORT;EQUIPEMENT_MEDICAL;323;4503.69;1454691.87;EUR;Portugal;Maroc;MARITIME;916;7770.43;ELEVE;NORMALE;2024-07-31;ETE;8;2024-08-08;10;2024-08-10;1
IMP-14038;IMPORT;AUTOMOBILE;11;764.08;8404.88;EUR;Turquie;Maroc;AERIEN;4707;465.98;FAIBLE;NORMALE;2023-11-28;AUTOMNE;4;2023-12-02;2;2023-11-30;0
EXP-14039;EXPORT;ELECTRONIQUE;176;557.63;98142.88;MAD;Maroc;Corée du Sud;MARITIME;10579;303.7;MOYEN;NORMALE;2023-06-06;ETE;29;2023-07-05;29;2023-07-05;0
IMP-14040;IMPORT;COSMETIQUE;3592;317.67;1141070.64;EUR;Italie;Maroc;MARITIME;2227;6615.26;ELEVE;NORMALE;2025-06-05;ETE;13;2025-06-18;13;2025-06-18;0
EXP-14041;EXPORT;AGRICOLE;8845;106.46;941638.7;EUR;Maroc;Allemagne;ROUTIER;2734;122690.41;FAIBLE;URGENTE;2022-03-13;PRINTEMPS;5;2022-03-18;6;2022-03-19;1
EXP-14042;EXPORT;COSMETIQUE;1037;82.41;85459.17;EUR;Maroc;Belgique;ROUTIER;2457;1063.43;MOYEN;URGENTE;2023-05-30;PRINTEMPS;5;2023-06-04;6;2023-06-05;1
IMP-14043;IMPORT;AUTOMOBILE;100;2589.21;258921.0;EUR;France;Maroc;MARITIME;1930;5922.35;ELEVE;URGENTE;2025-12-26;HIVER;11;2026-01-06;10;2026-01-05;0
EXP-14044;EXPORT;TEXTILE;4894;225.9;1105554.6;MAD;Maroc;Espagne;ROUTIER;974;13540.03;MOYEN;NORMALE;2025-06-20;ETE;3;2025-06-23;3;2025-06-23;0
EXP-14045;EXPORT;PHARMACEUTIQUE;1976;399.38;789174.88;USD;Maroc;Royaume-Uni;MARITIME;2241;2922.78;MOYEN;URGENTE;2023-04-16;PRINTEMPS;12;2023-04-28;10;2023-04-26;0
IMP-14046;IMPORT;EQUIPEMENT_MEDICAL;225;13658.66;3073198.5;EUR;Espagne;Maroc;ROUTIER;1032;24559.46;MOYEN;URGENTE;2022-11-01;AUTOMNE;4;2022-11-05;4;2022-11-05;0
EXP-14047;EXPORT;TEXTILE;4490;214.51;963149.9;MAD;Maroc;Turquie;MARITIME;4516;1411.83;FAIBLE;NORMALE;2025-11-01;AUTOMNE;15;2025-11-16;15;2025-11-16;0
IMP-14048;IMPORT;ELECTRONIQUE;178;4672.15;831642.7;MAD;Royaume-Uni;Maroc;ROUTIER;2222;386.07;MOYEN;NORMALE;2023-09-24;AUTOMNE;6;2023-09-30;7;2023-10-01;1
IMP-14049;IMPORT;AGRICOLE;8783;206.02;1809473.66;USD;Émirats arabes unis;Maroc;MARITIME;6250;73838.44;ELEVE;NORMALE;2024-12-04;HIVER;20;2024-12-24;25;2024-12-29;1
EXP-14050;EXPORT;MACHINES;43;43312.14;1862422.02;MAD;Maroc;Japon;MARITIME;11032;51633.64;MOYEN;URGENTE;2025-01-10;HIVER;30;2025-02-09;37;2025-02-16;1
EXP-14051;EXPORT;COSMETIQUE;1622;130.63;211881.86;EUR;Maroc;Royaume-Uni;ROUTIER;2313;2295.83;MOYEN;NORMALE;2023-07-29;ETE;6;2023-08-04;4;2023-08-02;0
EXP-14052;EXPORT;PHARMACEUTIQUE;4555;857.93;3907871.15;USD;Maroc;États-Unis;MARITIME;6704;5982.52;FAIBLE;NORMALE;2025-11-13;AUTOMNE;22;2025-12-05;21;2025-12-04;0
EXP-14053;EXPORT;ELECTRONIQUE;708;6723.56;4760280.48;EUR;Maroc;Espagne;MARITIME;1004;3272.79;FAIBLE;NORMALE;2022-08-15;ETE;9;2022-08-24;12;2022-08-27;1
EXP-14054;EXPORT;COSMETIQUE;3835;398.33;1527595.55;USD;Maroc;Corée du Sud;MARITIME;11011;6950.03;ELEVE;NORMALE;2022-04-20;PRINTEMPS;30;2022-05-20;40;2022-05-30;1
IMP-14055;IMPORT;EQUIPEMENT_MEDICAL;39;16331.92;636944.88;USD;Chine;Maroc;MARITIME;9928;4951.77;MOYEN;NORMALE;2024-04-20;PRINTEMPS;27;2024-05-17;27;2024-05-17;0
EXP-14056;EXPORT;MATERIAUX_CONSTRUCTION;1172;641.87;752271.64;USD;Maroc;Japon;MARITIME;11608;76452.85;MOYEN;URGENTE;2023-01-15;HIVER;29;2023-02-13;28;2023-02-12;0
EXP-14057;EXPORT;ALIMENTAIRE;4070;77.31;314651.7;USD;Maroc;Corée du Sud;AERIEN;10744;35591.19;FAIBLE;URGENTE;2025-09-05;AUTOMNE;6;2025-09-11;5;2025-09-10;0
IMP-14058;IMPORT;COSMETIQUE;2330;38.72;90217.6;EUR;Espagne;Maroc;MARITIME;978;3507.28;FAIBLE;NORMALE;2023-10-22;AUTOMNE;10;2023-11-01;10;2023-11-01;0
IMP-14059;IMPORT;MATERIAUX_CONSTRUCTION;1833;1161.69;2129377.77;MAD;Turquie;Maroc;MARITIME;4677;56714.25;MOYEN;URGENTE;2022-04-14;PRINTEMPS;18;2022-05-02;16;2022-04-30;0
EXP-14060;EXPORT;COSMETIQUE;4229;415.74;1758164.46;EUR;Maroc;Italie;ROUTIER;2239;1910.74;ELEVE;NORMALE;2024-02-01;HIVER;5;2024-02-06;7;2024-02-08;1
EXP-14061;EXPORT;PHARMACEUTIQUE;3186;621.28;1979398.08;EUR;Maroc;Allemagne;ROUTIER;2679;2420.32;FAIBLE;NORMALE;2025-12-06;HIVER;6;2025-12-12;5;2025-12-11;0
EXP-14062;EXPORT;EQUIPEMENT_MEDICAL;446;24656.32;10996718.72;USD;Maroc;Émirats arabes unis;MARITIME;5965;43604.65;ELEVE;URGENTE;2023-04-16;PRINTEMPS;20;2023-05-06;18;2023-05-04;0
IMP-14063;IMPORT;AUTOMOBILE;12;3125.1;37501.2;USD;Turquie;Maroc;MARITIME;4617;636.78;FAIBLE;NORMALE;2024-08-31;ETE;15;2024-09-15;13;2024-09-13;0
EXP-14064;EXPORT;PHARMACEUTIQUE;2518;768.74;1935687.32;USD;Maroc;Japon;MARITIME;11218;2495.82;MOYEN;URGENTE;2023-06-04;ETE;32;2023-07-06;32;2023-07-06;0
EXP-14065;EXPORT;ELECTRONIQUE;115;6523.09;750155.35;USD;Maroc;États-Unis;MARITIME;6638;387.53;MOYEN;NORMALE;2023-02-24;HIVER;19;2023-03-15;19;2023-03-15;0
EXP-14066;EXPORT;ELECTRONIQUE;971;2746.45;2666802.95;USD;Maroc;Corée du Sud;MARITIME;10905;7705.34;FAIBLE;URGENTE;2024-02-18;HIVER;27;2024-03-16;35;2024-03-24;1
EXP-14067;EXPORT;TEXTILE;103;436.85;44995.55;USD;Maroc;Canada;MARITIME;6138;38.27;MOYEN;URGENTE;2024-03-24;PRINTEMPS;21;2024-04-14;20;2024-04-13;0
IMP-14068;IMPORT;AUTOMOBILE;225;1699.36;382356.0;MAD;Chine;Maroc;AERIEN;9851;17703.1;MOYEN;URGENTE;2023-11-18;AUTOMNE;6;2023-11-24;5;2023-11-23;0
EXP-14069;EXPORT;EQUIPEMENT_MEDICAL;277;22121.23;6127580.71;EUR;Maroc;Espagne;ROUTIER;990;37589.14;MOYEN;NORMALE;2023-08-25;ETE;3;2023-08-28;2;2023-08-27;0
IMP-14070;IMPORT;AGRICOLE;9649;213.36;2058710.64;MAD;États-Unis;Maroc;AERIEN;6572;78363.36;MOYEN;NORMALE;2024-08-26;ETE;4;2024-08-30;3;2024-08-29;0
EXP-14071;EXPORT;MACHINES;92;52334.84;4814805.28;MAD;Maroc;Turquie;AERIEN;4414;53450.89;MOYEN;NORMALE;2022-11-18;AUTOMNE;3;2022-11-21;4;2022-11-22;1
IMP-14072;IMPORT;AUTOMOBILE;874;3872.93;3384940.82;USD;États-Unis;Maroc;MARITIME;6592;25499.43;MOYEN;NORMALE;2022-03-24;PRINTEMPS;20;2022-04-13;28;2022-04-21;1
IMP-14073;IMPORT;ALIMENTAIRE;1146;60.7;69562.2;MAD;Belgique;Maroc;ROUTIER;2621;10822.95;FAIBLE;URGENTE;2023-03-13;PRINTEMPS;5;2023-03-18;3;2023-03-16;0
EXP-14074;EXPORT;PHARMACEUTIQUE;1617;464.38;750902.46;USD;Maroc;États-Unis;MARITIME;6347;1573.57;MOYEN;URGENTE;2024-12-25;HIVER;20;2025-01-14;23;2025-01-17;1
EXP-14075;EXPORT;TEXTILE;2462;416.48;1025373.76;USD;Maroc;Chine;AERIEN;10282;6997.29;MOYEN;NORMALE;2023-02-26;HIVER;5;2023-03-03;6;2023-03-04;1
IMP-14076;IMPORT;COSMETIQUE;616;421.21;259465.36;EUR;France;Maroc;ROUTIER;1946;1141.72;FAIBLE;NORMALE;2022-08-01;ETE;5;2022-08-06;3;2022-08-04;0
IMP-14077;IMPORT;EQUIPEMENT_MEDICAL;474;4947.72;2345219.28;USD;Royaume-Uni;Maroc;ROUTIER;2415;8898.7;MOYEN;NORMALE;2022-02-07;HIVER;6;2022-02-13;9;2022-02-16;1
EXP-14078;EXPORT;ALIMENTAIRE;5264;124.85;657210.4;EUR;Maroc;Italie;MARITIME;2127;51032.41;MOYEN;NORMALE;2023-07-13;ETE;11;2023-07-24;11;2023-07-24;0
EXP-14079;EXPORT;EQUIPEMENT_MEDICAL;145;4493.97;651625.65;EUR;Maroc;Turquie;AERIEN;4655;13335.01;MOYEN;NORMALE;2022-08-09;ETE;4;2022-08-13;3;2022-08-12;0
EXP-14080;EXPORT;COSMETIQUE;2188;245.1;536278.8;EUR;Maroc;Allemagne;ROUTIER;2753;3247.45;MOYEN;NORMALE;2024-06-21;ETE;6;2024-06-27;8;2024-06-29;1
EXP-14081;EXPORT;COSMETIQUE;3676;424.72;1561270.72;EUR;Maroc;Portugal;ROUTIER;901;1124.03;MOYEN;NORMALE;2024-02-14;HIVER;3;2024-02-17;1;2024-02-15;0
IMP-14082;IMPORT;EQUIPEMENT_MEDICAL;207;13169.76;2726140.32;EUR;Allemagne;Maroc;ROUTIER;2864;30419.74;MOYEN;URGENTE;2025-07-23;ETE;6;2025-07-29;6;2025-07-29;0
EXP-14083;EXPORT;AUTOMOBILE;96;793.85;76209.6;USD;Maroc;Japon;MARITIME;12010;5351.37;FAIBLE;NORMALE;2022-02-16;HIVER;29;2022-03-17;27;2022-03-15;0
IMP-14084;IMPORT;AUTOMOBILE;661;4443.61;2937226.21;EUR;Espagne;Maroc;MARITIME;955;38767.06;MOYEN;NORMALE;2024-10-23;AUTOMNE;8;2024-10-31;12;2024-11-04;1
EXP-14085;EXPORT;EQUIPEMENT_MEDICAL;467;9679.36;4520261.12;USD;Maroc;Japon;MARITIME;11558;14562.92;FAIBLE;URGENTE;2023-03-06;PRINTEMPS;31;2023-04-06;29;2023-04-04;0
IMP-14086;IMPORT;PHARMACEUTIQUE;4250;239.4;1017450.0;EUR;Belgique;Maroc;ROUTIER;2596;1878.5;FAIBLE;NORMALE;2023-10-20;AUTOMNE;6;2023-10-26;6;2023-10-26;0
IMP-14087;IMPORT;PHARMACEUTIQUE;3354;269.79;904875.66;USD;Émirats arabes unis;Maroc;MARITIME;6105;6542.61;MOYEN;NORMALE;2023-01-29;HIVER;20;2023-02-18;22;2023-02-20;1
IMP-14088;IMPORT;TEXTILE;3002;272.77;818855.54;MAD;Royaume-Uni;Maroc;ROUTIER;2205;5811.45;FAIBLE;NORMALE;2024-12-27;HIVER;5;2025-01-01;7;2025-01-03;1
IMP-14089;IMPORT;MATERIAUX_CONSTRUCTION;1022;1200.82;1227238.04;USD;Canada;Maroc;MARITIME;6138;80949.57;MOYEN;NORMALE;2024-04-07;PRINTEMPS;20;2024-04-27;20;2024-04-27;0
IMP-14090;IMPORT;PHARMACEUTIQUE;3865;70.81;273680.65;EUR;Pays-Bas;Maroc;ROUTIER;2584;250.94;FAIBLE;NORMALE;2024-05-13;PRINTEMPS;6;2024-05-19;8;2024-05-21;1
EXP-14091;EXPORT;ALIMENTAIRE;1813;127.44;231048.72;EUR;Maroc;Pays-Bas;MARITIME;2497;12066.58;MOYEN;URGENTE;2025-08-15;ETE;12;2025-08-27;10;2025-08-25;0
EXP-14092;EXPORT;AGRICOLE;9678;167.01;1616322.78;USD;Maroc;États-Unis;MARITIME;6283;170986.58;ELEVE;NORMALE;2022-09-26;AUTOMNE;18;2022-10-14;20;2022-10-16;1
IMP-14093;IMPORT;PHARMACEUTIQUE;1309;267.21;349777.89;EUR;Portugal;Maroc;ROUTIER;909;553.74;MOYEN;NORMALE;2024-01-21;HIVER;3;2024-01-24;3;2024-01-24;0
IMP-14094;IMPORT;MACHINES;44;16655.13;732825.72;USD;Turquie;Maroc;AERIEN;4508;28456.43;FAIBLE;NORMALE;2022-12-27;HIVER;4;2022-12-31;3;2022-12-30;0
EXP-14095;EXPORT;AGRICOLE;1245;284.77;354538.65;EUR;Maroc;Espagne;MARITIME;1021;21730.19;MOYEN;URGENTE;2025-08-18;ETE;10;2025-08-28;9;2025-08-27;0
EXP-14096;EXPORT;PHARMACEUTIQUE;878;701.95;616312.1;USD;Maroc;Japon;MARITIME;11548;1112.41;MOYEN;NORMALE;2022-11-20;AUTOMNE;31;2022-12-21;30;2022-12-20;0
IMP-14097;IMPORT;MATERIAUX_CONSTRUCTION;281;428.03;120276.43;EUR;Allemagne;Maroc;ROUTIER;2715;4847.91;ELEVE;NORMALE;2022-01-23;HIVER;6;2022-01-29;6;2022-01-29;0
EXP-14098;EXPORT;EQUIPEMENT_MEDICAL;142;24018.01;3410557.42;EUR;Maroc;Portugal;ROUTIER;857;9616.54;MOYEN;URGENTE;2023-08-13;ETE;3;2023-08-16;1;2023-08-14;0
EXP-14099;EXPORT;PHARMACEUTIQUE;1752;104.08;182348.16;EUR;Maroc;Turquie;AERIEN;4386;2870.18;FAIBLE;NORMALE;2022-09-09;AUTOMNE;4;2022-09-13;4;2022-09-13;0
IMP-14100;IMPORT;AGRICOLE;911;131.91;120170.01;EUR;Espagne;Maroc;MARITIME;1046;763.14;FAIBLE;NORMALE;2024-06-21;ETE;9;2024-06-30;10;2024-07-01;1
IMP-14101;IMPORT;COSMETIQUE;3997;385.45;1540643.65;MAD;Japon;Maroc;AERIEN;11696;6276.59;MOYEN;NORMALE;2023-06-18;ETE;6;2023-06-24;5;2023-06-23;0
IMP-14102;IMPORT;MATERIAUX_CONSTRUCTION;666;197.81;131741.46;EUR;France;Maroc;MARITIME;2064;24166.69;MOYEN;NORMALE;2022-04-09;PRINTEMPS;10;2022-04-19;14;2022-04-23;1
EXP-14103;EXPORT;TEXTILE;4234;103.09;436483.06;MAD;Maroc;Émirats arabes unis;MARITIME;5848;6908.47;ELEVE;URGENTE;2023-08-28;ETE;19;2023-09-16;24;2023-09-21;1
EXP-14104;EXPORT;AUTOMOBILE;275;294.54;80998.5;USD;Maroc;Canada;AERIEN;6000;11571.17;ELEVE;NORMALE;2025-09-26;AUTOMNE;4;2025-09-30;2;2025-09-28;0
EXP-14105;EXPORT;MATERIAUX_CONSTRUCTION;1179;1016.43;1198370.97;EUR;Maroc;Pays-Bas;ROUTIER;2631;27051.73;MOYEN;NORMALE;2024-05-27;PRINTEMPS;5;2024-06-01;5;2024-06-01;0
IMP-14106;IMPORT;EQUIPEMENT_MEDICAL;126;20421.85;2573153.1;USD;Émirats arabes unis;Maroc;MARITIME;6027;2826.94;MOYEN;NORMALE;2023-07-10;ETE;21;2023-07-31;21;2023-07-31;0
IMP-14107;IMPORT;PHARMACEUTIQUE;352;544.17;191547.84;USD;Royaume-Uni;Maroc;ROUTIER;2225;105.49;MOYEN;NORMALE;2022-02-02;HIVER;5;2022-02-07;3;2022-02-05;0
EXP-14108;EXPORT;AGRICOLE;7864;252.16;1982986.24;USD;Maroc;Royaume-Uni;MARITIME;2225;135170.34;ELEVE;NORMALE;2024-12-02;HIVER;11;2024-12-13;11;2024-12-13;0
IMP-14109;IMPORT;AUTOMOBILE;847;1331.89;1128110.83;MAD;Japon;Maroc;MARITIME;11383;12375.29;MOYEN;NORMALE;2023-01-21;HIVER;30;2023-02-20;28;2023-02-18;0
EXP-14110;EXPORT;TEXTILE;3907;136.42;532992.94;EUR;Maroc;Pays-Bas;ROUTIER;2599;8173.72;FAIBLE;URGENTE;2025-01-30;HIVER;5;2025-02-04;3;2025-02-02;0
EXP-14111;EXPORT;AUTOMOBILE;295;403.38;118997.1;MAD;Maroc;Pays-Bas;MARITIME;2688;26314.87;MOYEN;URGENTE;2025-12-10;HIVER;12;2025-12-22;15;2025-12-25;1
EXP-14112;EXPORT;EQUIPEMENT_MEDICAL;245;20872.13;5113671.85;EUR;Maroc;France;ROUTIER;2096;524.97;FAIBLE;NORMALE;2025-09-15;AUTOMNE;5;2025-09-20;3;2025-09-18;0
EXP-14113;EXPORT;ALIMENTAIRE;5462;40.49;221156.38;MAD;Maroc;Émirats arabes unis;MARITIME;6274;50620.59;MOYEN;NORMALE;2022-12-25;HIVER;19;2023-01-13;18;2023-01-12;0
IMP-14114;IMPORT;TEXTILE;4854;91.1;442199.4;USD;Japon;Maroc;MARITIME;12039;2903.46;ELEVE;NORMALE;2025-05-24;PRINTEMPS;28;2025-06-21;26;2025-06-19;0
IMP-14115;IMPORT;AGRICOLE;2359;276.04;651178.36;USD;Japon;Maroc;AERIEN;11535;5040.06;ELEVE;NORMALE;2022-03-07;PRINTEMPS;6;2022-03-13;7;2022-03-14;1
EXP-14116;EXPORT;ELECTRONIQUE;223;4153.87;926313.01;EUR;Maroc;France;ROUTIER;2082;788.89;MOYEN;NORMALE;2022-12-27;HIVER;5;2023-01-01;6;2023-01-02;1
EXP-14117;EXPORT;TEXTILE;207;442.64;91626.48;MAD;Maroc;Royaume-Uni;ROUTIER;2375;209.78;MOYEN;URGENTE;2025-02-01;HIVER;5;2025-02-06;3;2025-02-04;0
IMP-14118;IMPORT;PHARMACEUTIQUE;4754;558.82;2656630.28;EUR;Pays-Bas;Maroc;ROUTIER;2695;7730.64;MOYEN;NORMALE;2025-07-22;ETE;6;2025-07-28;6;2025-07-28;0
IMP-14119;IMPORT;MACHINES;29;58857.71;1706873.59;MAD;Canada;Maroc;MARITIME;5843;39218.17;MOYEN;NORMALE;2023-10-19;AUTOMNE;18;2023-11-06;20;2023-11-08;1
IMP-14120;IMPORT;COSMETIQUE;3713;262.83;975887.79;USD;Émirats arabes unis;Maroc;MARITIME;6257;2413.57;FAIBLE;URGENTE;2023-12-22;HIVER;18;2024-01-09;26;2024-01-17;1
IMP-14121;IMPORT;ELECTRONIQUE;113;6886.58;778183.54;EUR;Pays-Bas;Maroc;ROUTIER;2646;743.98;ELEVE;NORMALE;2022-09-21;AUTOMNE;6;2022-09-27;7;2022-09-28;1
IMP-14122;IMPORT;PHARMACEUTIQUE;1228;235.29;288936.12;EUR;Espagne;Maroc;ROUTIER;958;288.15;MOYEN;NORMALE;2024-07-04;ETE;3;2024-07-07;5;2024-07-09;1
IMP-14123;IMPORT;EQUIPEMENT_MEDICAL;212;23574.27;4997745.24;EUR;Pays-Bas;Maroc;ROUTIER;2617;22257.18;FAIBLE;URGENTE;2025-09-06;AUTOMNE;6;2025-09-12;5;2025-09-11;0
IMP-14124;IMPORT;TEXTILE;3336;303.45;1012309.2;MAD;Italie;Maroc;MARITIME;2310;5987.62;ELEVE;NORMALE;2024-12-14;HIVER;11;2024-12-25;9;2024-12-23;0
IMP-14125;IMPORT;MACHINES;7;11712.51;81987.57;MAD;France;Maroc;ROUTIER;2085;3920.94;MOYEN;URGENTE;2023-02-19;HIVER;5;2023-02-24;3;2023-02-22;0
EXP-14126;EXPORT;ELECTRONIQUE;81;2392.34;193779.54;USD;Maroc;Corée du Sud;MARITIME;11416;110.79;MOYEN;NORMALE;2024-06-25;ETE;32;2024-07-27;32;2024-07-27;0
EXP-14127;EXPORT;COSMETIQUE;2071;25.24;52272.04;USD;Maroc;Canada;AERIEN;5937;211.32;FAIBLE;NORMALE;2023-06-05;ETE;4;2023-06-09;3;2023-06-08;0
